Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,951.719971,964.729980,951.719971,963.559998,963.559998,82515400
2010-01-05,964.030029,968.679993,961.460022,967.270020,967.270020,62738400
2010-01-07,967.390015,970.260010,962.270020,965.820007,965.820007,132590900
2010-01-08,965.700012,974.900024,965.700012,973.440002,973.440002,108703800
2010-01-11,973.150024,985.690002,973.150024,978.179993,978.179993,108829800
2010-01-12,978.239990,981.080017,967.489990,969.549988,969.549988,118598200
2010-01-13,969.489990,974.960022,964.349976,974.960022,974.960022,126482500
2010-01-14,975.609985,984.650024,975.609985,981.500000,981.500000,150040800
2010-01-15,982.099976,986.000000,968.500000,970.650024,970.650024,113551400
2010-01-18,970.409973,975.830017,968.760010,974.049988,974.049988,96356200
2010-01-19,973.580017,977.830017,960.650024,976.000000,976.000000,134704200
2010-01-20,976.059998,976.789978,957.159973,957.530029,957.530029,120996800
2010-01-21,958.190002,968.059998,951.489990,954.020020,954.020020,146085500
2010-01-22,954.309998,957.570007,943.609985,951.059998,951.059998,143515300
2010-01-25,948.809998,956.179993,940.210022,947.559998,947.559998,137390200
2010-01-26,945.840027,945.840027,935.659973,942.940002,942.940002,131484200
2010-01-27,943.179993,954.020020,934.659973,946.700012,946.700012,138949500
2010-01-28,947.179993,965.090027,935.460022,937.219971,937.219971,215494700
2010-01-29,937.929993,957.099976,937.929993,953.710022,953.710022,156244100
2010-02-01,952.820007,967.770020,947.450012,967.770020,967.770020,124755100
2010-02-02,967.530029,972.750000,963.729980,971.799988,971.799988,136882300
2010-02-03,971.570007,974.950012,966.080017,970.000000,970.000000,158234100
2010-02-04,969.590027,975.250000,948.210022,948.619995,948.619995,151365700
2010-02-05,948.859985,951.479980,934.380005,935.890015,935.890015,218309500
2010-02-08,939.919983,940.429993,920.289978,938.419983,938.419983,143810500
2010-02-09,939.960022,951.890015,934.840027,944.799988,944.799988,141905600
2010-02-10,948.599976,950.590027,931.390015,937.049988,937.049988,163384700
2010-02-11,944.020020,949.900024,935.270020,943.659973,943.659973,138279900
2010-02-12,951.200012,951.960022,924.929993,931.349976,931.349976,150890500
2010-02-15,932.859985,935.400024,919.390015,923.369995,923.369995,94132800
2010-02-16,929.900024,934.309998,922.750000,934.309998,934.309998,116194600
2010-02-17,939.640015,945.270020,938.559998,943.690002,943.690002,110253300
2010-02-18,944.190002,947.250000,940.869995,946.969971,946.969971,121914400
2010-02-19,940.780029,957.450012,938.659973,957.270020,957.270020,108511600
2010-02-22,958.969971,959.109985,951.479980,954.099976,954.099976,88961800
2010-02-23,957.479980,958.599976,941.260010,942.049988,942.049988,104061600
2010-02-24,943.150024,946.030029,936.250000,944.309998,944.309998,106761800
2010-02-25,941.590027,950.719971,935.880005,940.510010,940.510010,113517800
2010-02-26,946.190002,948.919983,939.289978,947.390015,947.390015,105641000
2010-03-01,954.200012,967.469971,953.539978,966.380005,966.380005,102792800
2010-03-02,965.929993,972.989990,961.570007,971.669983,971.669983,95749000
2010-03-03,971.020020,981.570007,970.150024,981.190002,981.190002,105220300
2010-03-04,977.869995,986.419983,974.989990,984.330017,984.330017,108069000
2010-03-05,985.549988,999.650024,983.409973,998.070007,998.070007,110847600
2010-03-08,1001.039978,1005.739990,998.520020,1003.390015,1003.390015,88458800
2010-03-09,1002.919983,1005.969971,994.929993,1000.500000,1000.500000,103973800
2010-03-10,999.979980,1013.280029,996.429993,1013.039978,1013.039978,107634900
2010-03-11,1007.609985,1013.200012,1005.479980,1008.929993,1008.929993,95053800
2010-03-12,1011.840027,1022.479980,1009.099976,1018.150024,1018.150024,125933300
